Problem 2.3

Time (s)	Velocity With Air Drag
62.79		13.003
62.8		13.003
62.81		13.003
62.82		13.003
62.83		13.003
62.84		13.003
62.85		13.003
62.86		13.003
62.87		13.003
62.88		13.003
62.89		13.0031
62.9		13.0031
62.91		13.0031
62.92		13.0031
62.93		13.0031
62.94		13.0031
62.95		13.0031
62.96		13.0031
62.97		13.0031
62.98		13.0031
62.99		13.0031
63		13.0031
63.01		13.0031
63.02		13.0031
63.03		13.0031
63.04		13.0031
63.05		13.0031
63.06		13.0032
63.07		13.0032
63.08		13.0032
63.09		13.0032
63.1		13.0032
63.11		13.0032
63.12		13.0032
63.13		13.0032
63.14		13.0032
63.15		13.0032
63.16		13.0032
63.17		13.0032
63.18		13.0032
63.19		13.0032
63.2		13.0032
63.21		13.0032
63.22		13.0032
63.23		13.0033
63.24		13.0033
63.25		13.0033
63.26		13.0033
63.27		13.0033
63.28		13.0033
63.29		13.0033
63.3		13.0033
63.31		13.0033
63.32		13.0033
63.33		13.0033
63.34		13.0033
63.35		13.0033
63.36		13.0033
63.37		13.0033
63.38		13.0033
63.39		13.0033
63.4		13.0033
63.41		13.0034
63.42		13.0034
63.43		13.0034
63.44		13.0034
63.45		13.0034
63.46		13.0034
63.47		13.0034
63.48		13.0034
63.49		13.0034
63.5		13.0034
63.51		13.0034
63.52		13.0034
63.53		13.0034
63.54		13.0034
63.55		13.0034
63.56		13.0034
63.57		13.0034
63.58		13.0035
63.59		13.0035
63.6		13.0035
63.61		13.0035
63.62		13.0035
63.63		13.0035
63.64		13.0035
63.65		13.0035
63.66		13.0035
63.67		13.0035
63.68		13.0035
63.69		13.0035
63.7		13.0035
63.71		13.0035
63.72		13.0035
63.73		13.0035
63.74		13.0035
63.75		13.0035
63.76		13.0035
63.77		13.0036
63.78		13.0036
63.79		13.0036
63.8		13.0036
63.81		13.0036
63.82		13.0036
63.83		13.0036
63.84		13.0036
63.85		13.0036
63.86		13.0036
63.87		13.0036
63.88		13.0036
63.89		13.0036
63.9		13.0036
63.91		13.0036
63.92		13.0036
63.93		13.0036
63.94		13.0036
63.95		13.0037
63.96		13.0037
63.97		13.0037
63.98		13.0037
63.99		13.0037
64		13.0037
64.01		13.0037
64.02		13.0037
64.03		13.0037
64.04		13.0037
64.05		13.0037
64.06		13.0037
64.07		13.0037
64.08		13.0037
64.09		13.0037
64.1		13.0037
64.11		13.0037
64.12		13.0037
64.13		13.0037
64.14		13.0038
64.15		13.0038
64.16		13.0038
64.17		13.0038
64.18		13.0038
64.19		13.0038
64.2		13.0038
64.21		13.0038
64.22		13.0038
64.23		13.0038
64.24		13.0038
64.25		13.0038
64.26		13.0038
64.27		13.0038
64.28		13.0038
64.29		13.0038
64.3		13.0038
64.31		13.0038
64.32		13.0038
64.33		13.0039
64.34		13.0039
64.35		13.0039
64.36		13.0039
64.37		13.0039
64.38		13.0039
64.39		13.0039
64.4		13.0039
64.41		13.0039
64.42		13.0039
64.43		13.0039
64.44		13.0039
64.45		13.0039
64.46		13.0039
64.47		13.0039
64.48		13.0039
64.49		13.0039
64.5		13.0039
64.51		13.0039
64.52		13.0039
64.53		13.004
64.54		13.004
64.55		13.004
64.56		13.004
64.57		13.004
64.58		13.004
64.59		13.004
64.6		13.004
64.61		13.004
64.62		13.004
64.63		13.004
64.64		13.004
64.65		13.004
64.66		13.004
64.67		13.004
64.68		13.004
64.69		13.004
64.7		13.004
64.71		13.004
64.72		13.004
64.73		13.0041
64.74		13.0041
64.75		13.0041
64.76		13.0041
64.77		13.0041
64.78		13.0041
64.79		13.0041
64.8		13.0041
64.81		13.0041
64.82		13.0041
64.83		13.0041
64.84		13.0041
64.85		13.0041
64.86		13.0041
64.87		13.0041
64.88		13.0041
64.89		13.0041
64.9		13.0041
64.91		13.0041
64.92		13.0041
64.93		13.0042
64.94		13.0042
64.95		13.0042
64.96		13.0042
64.97		13.0042
64.98		13.0042
64.99		13.0042
65		13.0042
65.01		13.0042
65.02		13.0042
65.03		13.0042
65.04		13.0042
65.05		13.0042
65.06		13.0042
65.07		13.0042
65.08		13.0042
65.09		13.0042
65.1		13.0042
65.11		13.0042
65.12		13.0042
65.13		13.0042
65.14		13.0043
65.15		13.0043
65.16		13.0043
65.17		13.0043
65.18		13.0043
65.19		13.0043
65.2		13.0043
65.21		13.0043
65.22		13.0043
65.23		13.0043
65.24		13.0043
65.25		13.0043
65.26		13.0043
65.27		13.0043
65.28		13.0043
65.29		13.0043
65.3		13.0043
65.31		13.0043
65.32		13.0043
65.33		13.0043
65.34		13.0043
65.35		13.0044
65.36		13.0044
65.37		13.0044
65.38		13.0044
65.39		13.0044
65.4		13.0044
65.41		13.0044
65.42		13.0044
65.43		13.0044
65.44		13.0044
65.45		13.0044
65.46		13.0044
65.47		13.0044
65.48		13.0044
65.49		13.0044
65.5		13.0044
65.51		13.0044
65.52		13.0044
65.53		13.0044
65.54		13.0044
65.55		13.0044
65.56		13.0044
65.57		13.0045
65.58		13.0045
65.59		13.0045
65.6		13.0045
65.61		13.0045
65.62		13.0045
65.63		13.0045
65.64		13.0045
65.65		13.0045
65.66		13.0045
65.67		13.0045
65.68		13.0045
65.69		13.0045
65.7		13.0045
65.71		13.0045
65.72		13.0045
65.73		13.0045
65.74		13.0045
65.75		13.0045
65.76		13.0045
65.77		13.0045
65.78		13.0045
65.79		13.0046
65.8		13.0046
65.81		13.0046
65.82		13.0046
65.83		13.0046
65.84		13.0046
65.85		13.0046
65.86		13.0046
65.87		13.0046
65.88		13.0046
65.89		13.0046
65.9		13.0046
65.91		13.0046
65.92		13.0046
65.93		13.0046
65.94		13.0046
65.95		13.0046
65.96		13.0046
65.97		13.0046
65.98		13.0046
65.99		13.0046
66		13.0046
66.01		13.0046
66.02		13.0047
66.03		13.0047
66.04		13.0047
66.05		13.0047
66.06		13.0047
66.07		13.0047
66.08		13.0047
66.09		13.0047
66.1		13.0047
66.11		13.0047
66.12		13.0047
66.13		13.0047
66.14		13.0047
66.15		13.0047
66.16		13.0047
66.17		13.0047
66.18		13.0047
66.19		13.0047
66.2		13.0047
66.21		13.0047
66.22		13.0047
66.23		13.0047
66.24		13.0047
66.25		13.0048
66.26		13.0048
66.27		13.0048
66.28		13.0048
66.29		13.0048
66.3		13.0048
66.31		13.0048
66.32		13.0048
66.33		13.0048
66.34		13.0048
66.35		13.0048
66.36		13.0048
66.37		13.0048
66.38		13.0048
66.39		13.0048
66.4		13.0048
66.41		13.0048
66.42		13.0048
66.43		13.0048
66.44		13.0048
66.45		13.0048
66.46		13.0048
66.47		13.0048
66.48		13.0048
66.49		13.0049
66.5		13.0049
66.51		13.0049
66.52		13.0049
66.53		13.0049
66.54		13.0049
66.55		13.0049
66.56		13.0049
66.57		13.0049
66.58		13.0049
66.59		13.0049
66.6		13.0049
66.61		13.0049
66.62		13.0049
66.63		13.0049
66.64		13.0049
66.65		13.0049
66.66		13.0049
66.67		13.0049
66.68		13.0049
66.69		13.0049
66.7		13.0049
66.71		13.0049
66.72		13.0049
66.73		13.005
66.74		13.005
66.75		13.005
66.76		13.005
66.77		13.005
66.78		13.005
66.79		13.005
66.8		13.005
66.81		13.005
66.82		13.005
66.83		13.005
66.84		13.005
66.85		13.005
66.86		13.005
66.87		13.005
66.88		13.005
66.89		13.005
66.9		13.005
66.91		13.005
66.92		13.005
66.93		13.005
66.94		13.005
66.95		13.005
66.96		13.005
66.97		13.005
66.98		13.0051
66.99		13.0051
67		13.0051
67.01		13.0051
67.02		13.0051
67.03		13.0051
67.04		13.0051
67.05		13.0051
67.06		13.0051
67.07		13.0051
67.08		13.0051
67.09		13.0051
67.1		13.0051
67.11		13.0051
67.12		13.0051
67.13		13.0051
67.14		13.0051
67.15		13.0051
67.16		13.0051
67.17		13.0051
67.18		13.0051
67.19		13.0051
67.2		13.0051
67.21		13.0051
67.22		13.0051
67.23		13.0052
67.24		13.0052
67.25		13.0052
67.26		13.0052
67.27		13.0052
67.28		13.0052
67.29		13.0052
67.3		13.0052
67.31		13.0052
67.32		13.0052
67.33		13.0052
67.34		13.0052
67.35		13.0052
67.36		13.0052
67.37		13.0052
67.38		13.0052
67.39		13.0052
67.4		13.0052
67.41		13.0052
67.42		13.0052
67.43		13.0052
67.44		13.0052
67.45		13.0052
67.46		13.0052
67.47		13.0052
67.48		13.0052
67.49		13.0052
67.5		13.0053
67.51		13.0053
67.52		13.0053
67.53		13.0053
67.54		13.0053
67.55		13.0053
67.56		13.0053
67.57		13.0053
67.58		13.0053
67.59		13.0053
67.6		13.0053
67.61		13.0053
67.62		13.0053
67.63		13.0053
67.64		13.0053
67.65		13.0053
67.66		13.0053
67.67		13.0053
67.68		13.0053
67.69		13.0053
67.7		13.0053
67.71		13.0053
67.72		13.0053
67.73		13.0053
67.74		13.0053
67.75		13.0053
67.76		13.0053
67.77		13.0054
67.78		13.0054
67.79		13.0054
67.8		13.0054
67.81		13.0054
67.82		13.0054
67.83		13.0054
67.84		13.0054
67.85		13.0054
67.86		13.0054
67.87		13.0054
67.88		13.0054
67.89		13.0054
67.9		13.0054
67.91		13.0054
67.92		13.0054
67.93		13.0054
67.94		13.0054
67.95		13.0054
67.96		13.0054
67.97		13.0054
67.98		13.0054
67.99		13.0054
68		13.0054
68.01		13.0054
68.02		13.0054
68.03		13.0054
68.04		13.0055
68.05		13.0055
68.06		13.0055
68.07		13.0055
68.08		13.0055
68.09		13.0055
68.1		13.0055
68.11		13.0055
68.12		13.0055
68.13		13.0055
68.14		13.0055
68.15		13.0055
68.16		13.0055
68.17		13.0055
68.18		13.0055
68.19		13.0055
68.2		13.0055
68.21		13.0055
68.22		13.0055
68.23		13.0055
68.24		13.0055
68.25		13.0055
68.26		13.0055
68.27		13.0055
68.28		13.0055
68.29		13.0055
68.3		13.0055
68.31		13.0055
68.32		13.0055
68.33		13.0056
68.34		13.0056
68.35		13.0056
68.36		13.0056
68.37		13.0056
68.38		13.0056
68.39		13.0056
68.4		13.0056
68.41		13.0056
68.42		13.0056
68.43		13.0056
68.44		13.0056
68.45		13.0056
68.46		13.0056
68.47		13.0056
68.48		13.0056
68.49		13.0056
68.5		13.0056
68.51		13.0056
68.52		13.0056
68.53		13.0056
68.54		13.0056
68.55		13.0056
68.56		13.0056
68.57		13.0056
68.58		13.0056
68.59		13.0056
68.6		13.0056
68.61		13.0056
68.62		13.0057
68.63		13.0057
68.64		13.0057
68.65		13.0057
68.66		13.0057
68.67		13.0057
68.68		13.0057
68.69		13.0057
68.7		13.0057
68.71		13.0057
68.72		13.0057
68.73		13.0057
68.74		13.0057
68.75		13.0057
68.76		13.0057
68.77		13.0057
68.78		13.0057
68.79		13.0057
68.8		13.0057
68.81		13.0057
68.82		13.0057
68.83		13.0057
68.84		13.0057
68.85		13.0057
68.86		13.0057
68.87		13.0057
68.88		13.0057
68.89		13.0057
68.9		13.0057
68.91		13.0057
68.92		13.0058
68.93		13.0058
68.94		13.0058
68.95		13.0058
68.96		13.0058
68.97		13.0058
68.98		13.0058
68.99		13.0058
69		13.0058
69.01		13.0058
69.02		13.0058
69.03		13.0058
69.04		13.0058
69.05		13.0058
69.06		13.0058
69.07		13.0058
69.08		13.0058
69.09		13.0058
69.1		13.0058
69.11		13.0058
69.12		13.0058
69.13		13.0058
69.14		13.0058
69.15		13.0058
69.16		13.0058
69.17		13.0058
69.18		13.0058
69.19		13.0058
69.2		13.0058
69.21		13.0058
69.22		13.0058
69.23		13.0059
69.24		13.0059
69.25		13.0059
69.26		13.0059
69.27		13.0059
69.28		13.0059
69.29		13.0059
69.3		13.0059
69.31		13.0059
69.32		13.0059
69.33		13.0059
69.34		13.0059
69.35		13.0059
69.36		13.0059
69.37		13.0059
69.38		13.0059
69.39		13.0059
69.4		13.0059
69.41		13.0059
69.42		13.0059
69.43		13.0059
69.44		13.0059
69.45		13.0059
69.46		13.0059
69.47		13.0059
69.48		13.0059
69.49		13.0059
69.5		13.0059
69.51		13.0059
69.52		13.0059
69.53		13.0059
69.54		13.0059
69.55		13.006
69.56		13.006
69.57		13.006
69.58		13.006
69.59		13.006
69.6		13.006
69.61		13.006
69.62		13.006
69.63		13.006
69.64		13.006
69.65		13.006
69.66		13.006
69.67		13.006
69.68		13.006
69.69		13.006
69.7		13.006
69.71		13.006
69.72		13.006
69.73		13.006
69.74		13.006
69.75		13.006
69.76		13.006
69.77		13.006
69.78		13.006
69.79		13.006
69.8		13.006
69.81		13.006
69.82		13.006
69.83		13.006
69.84		13.006
69.85		13.006
69.86		13.006
69.87		13.006
69.88		13.0061
69.89		13.0061
69.9		13.0061
69.91		13.0061
69.92		13.0061
69.93		13.0061
69.94		13.0061
69.95		13.0061
69.96		13.0061
69.97		13.0061
69.98		13.0061
69.99		13.0061
70		13.0061
70.01		13.0061
70.02		13.0061
70.03		13.0061
70.04		13.0061
70.05		13.0061
70.06		13.0061
70.07		13.0061
70.08		13.0061
70.09		13.0061
70.1		13.0061
70.11		13.0061
70.12		13.0061
70.13		13.0061
70.14		13.0061
70.15		13.0061
70.16		13.0061
70.17		13.0061
70.18		13.0061
70.19		13.0061
70.2		13.0061
70.21		13.0061
70.22		13.0062
70.23		13.0062
70.24		13.0062
70.25		13.0062
70.26		13.0062
70.27		13.0062
70.28		13.0062
70.29		13.0062
70.3		13.0062
70.31		13.0062
70.32		13.0062
70.33		13.0062
70.34		13.0062
70.35		13.0062
70.36		13.0062
70.37		13.0062
70.38		13.0062
70.39		13.0062
70.4		13.0062
70.41		13.0062
70.42		13.0062
70.43		13.0062
70.44		13.0062
70.45		13.0062
70.46		13.0062
70.47		13.0062
70.48		13.0062
70.49		13.0062
70.5		13.0062
70.51		13.0062
70.52		13.0062
70.53		13.0062
70.54		13.0062
70.55		13.0062
70.56		13.0062
70.57		13.0063
70.58		13.0063
70.59		13.0063
70.6		13.0063
70.61		13.0063
70.62		13.0063
70.63		13.0063
70.64		13.0063
70.65		13.0063
70.66		13.0063
70.67		13.0063
70.68		13.0063
70.69		13.0063
70.7		13.0063
70.71		13.0063
70.72		13.0063
70.73		13.0063
70.74		13.0063
70.75		13.0063
70.76		13.0063
70.77		13.0063
70.78		13.0063
70.79		13.0063
70.8		13.0063
70.81		13.0063
70.82		13.0063
70.83		13.0063
70.84		13.0063
70.85		13.0063
70.86		13.0063
70.87		13.0063
70.88		13.0063
70.89		13.0063
70.9		13.0063
70.91		13.0063
70.92		13.0063
70.93		13.0063
70.94		13.0064
70.95		13.0064
70.96		13.0064
70.97		13.0064
70.98		13.0064
70.99		13.0064
71		13.0064
71.01		13.0064
71.02		13.0064
71.03		13.0064
71.04		13.0064
71.05		13.0064
71.06		13.0064
71.07		13.0064
71.08		13.0064
71.09		13.0064
71.1		13.0064
71.11		13.0064
71.12		13.0064
71.13		13.0064
71.14		13.0064
71.15		13.0064
71.16		13.0064
71.17		13.0064
71.18		13.0064
71.19		13.0064
71.2		13.0064
71.21		13.0064
71.22		13.0064
71.23		13.0064
71.24		13.0064
71.25		13.0064
71.26		13.0064
71.27		13.0064
71.28		13.0064
71.29		13.0064
71.3		13.0064
71.31		13.0064
71.32		13.0065
71.33		13.0065
71.34		13.0065
71.35		13.0065
71.36		13.0065
71.37		13.0065
71.38		13.0065
71.39		13.0065
71.4		13.0065
71.41		13.0065
71.42		13.0065
71.43		13.0065
71.44		13.0065
71.45		13.0065
71.46		13.0065
71.47		13.0065
71.48		13.0065
71.49		13.0065
71.5		13.0065
71.51		13.0065
71.52		13.0065
71.53		13.0065
71.54		13.0065
71.55		13.0065
71.56		13.0065
71.57		13.0065
71.58		13.0065
71.59		13.0065
71.6		13.0065
71.61		13.0065
71.62		13.0065
71.63		13.0065
71.64		13.0065
71.65		13.0065
71.66		13.0065
71.67		13.0065
71.68		13.0065
71.69		13.0065
71.7		13.0065
71.71		13.0066
71.72		13.0066
71.73		13.0066
71.74		13.0066
71.75		13.0066
71.76		13.0066
71.77		13.0066
71.78		13.0066
71.79		13.0066
71.8		13.0066
71.81		13.0066
71.82		13.0066
71.83		13.0066
71.84		13.0066
71.85		13.0066
71.86		13.0066
71.87		13.0066
71.88		13.0066
71.89		13.0066
71.9		13.0066
71.91		13.0066
71.92		13.0066
71.93		13.0066
71.94		13.0066
71.95		13.0066
71.96		13.0066
71.97		13.0066
71.98		13.0066
71.99		13.0066
72		13.0066
72.01		13.0066
72.02		13.0066
72.03		13.0066
72.04		13.0066
72.05		13.0066
72.06		13.0066
72.07		13.0066
72.08		13.0066
72.09		13.0066
72.1		13.0066
72.11		13.0066
72.12		13.0067
72.13		13.0067
72.14		13.0067
72.15		13.0067
72.16		13.0067
72.17		13.0067
72.18		13.0067
72.19		13.0067
72.2		13.0067
72.21		13.0067
72.22		13.0067
72.23		13.0067
72.24		13.0067
72.25		13.0067
72.26		13.0067
72.27		13.0067
72.28		13.0067
72.29		13.0067
72.3		13.0067
72.31		13.0067
72.32		13.0067
72.33		13.0067
72.34		13.0067
72.35		13.0067
72.36		13.0067
72.37		13.0067
72.38		13.0067
72.39		13.0067
72.4		13.0067
72.41		13.0067
72.42		13.0067
72.43		13.0067
72.44		13.0067
72.45		13.0067
72.46		13.0067
72.47		13.0067
72.48		13.0067
72.49		13.0067
72.5		13.0067
72.51		13.0067
72.52		13.0067
72.53		13.0067
72.54		13.0067
72.55		13.0068
72.56		13.0068
72.57		13.0068
72.58		13.0068
72.59		13.0068
72.6		13.0068
72.61		13.0068
72.62		13.0068
72.63		13.0068
72.64		13.0068
72.65		13.0068
72.66		13.0068
72.67		13.0068
72.68		13.0068
72.69		13.0068
72.7		13.0068
72.71		13.0068
72.72		13.0068
72.73		13.0068
72.74		13.0068
72.75		13.0068
72.76		13.0068
72.77		13.0068
72.78		13.0068
72.79		13.0068
72.8		13.0068
72.81		13.0068
72.82		13.0068
72.83		13.0068
72.84		13.0068
72.85		13.0068
72.86		13.0068
72.87		13.0068
72.88		13.0068
72.89		13.0068
72.9		13.0068
72.91		13.0068
72.92		13.0068
72.93		13.0068
72.94		13.0068
72.95		13.0068
72.96		13.0068
72.97		13.0068
72.98		13.0068
72.99		13.0068
73		13.0069
73.01		13.0069
73.02		13.0069
73.03		13.0069
73.04		13.0069
73.05		13.0069
73.06		13.0069
73.07		13.0069
73.08		13.0069
73.09		13.0069
73.1		13.0069
73.11		13.0069
73.12		13.0069
73.13		13.0069
73.14		13.0069
73.15		13.0069
73.16		13.0069
73.17		13.0069
73.18		13.0069
73.19		13.0069
73.2		13.0069
73.21		13.0069
73.22		13.0069
73.23		13.0069
73.24		13.0069
73.25		13.0069
73.26		13.0069
73.27		13.0069
73.28		13.0069
73.29		13.0069
73.3		13.0069
73.31		13.0069
73.32		13.0069
73.33		13.0069
73.34		13.0069
73.35		13.0069
73.36		13.0069
73.37		13.0069
73.38		13.0069
73.39		13.0069
73.4		13.0069
73.41		13.0069
73.42		13.0069
73.43		13.0069
73.44		13.0069
73.45		13.0069
73.46		13.007
73.47		13.007
73.48		13.007
73.49		13.007
73.5		13.007
73.51		13.007
73.52		13.007
73.53		13.007
73.54		13.007
73.55		13.007
73.56		13.007
73.57		13.007
73.58		13.007
73.59		13.007
73.6		13.007
73.61		13.007
73.62		13.007
73.63		13.007
73.64		13.007
73.65		13.007
73.66		13.007
73.67		13.007
73.68		13.007
73.69		13.007
73.7		13.007
73.71		13.007
73.72		13.007
73.73		13.007
73.74		13.007
73.75		13.007
73.76		13.007
73.77		13.007
73.78		13.007
73.79		13.007
73.8		13.007
73.81		13.007
73.82		13.007
73.83		13.007
73.84		13.007
73.85		13.007
73.86		13.007
73.87		13.007
73.88		13.007
73.89		13.007
73.9		13.007
73.91		13.007
73.92		13.007
73.93		13.007
73.94		13.007
73.95		13.0071
73.96		13.0071
73.97		13.0071
73.98		13.0071
73.99		13.0071
74		13.0071
74.01		13.0071
74.02		13.0071
74.03		13.0071
74.04		13.0071
74.05		13.0071
74.06		13.0071
74.07		13.0071
74.08		13.0071
74.09		13.0071
74.1		13.0071
74.11		13.0071
74.12		13.0071
74.13		13.0071
74.14		13.0071
74.15		13.0071
74.16		13.0071
74.17		13.0071
74.18		13.0071
74.19		13.0071
74.2		13.0071
74.21		13.0071
74.22		13.0071
74.23		13.0071
74.24		13.0071
74.25		13.0071
74.26		13.0071
74.27		13.0071
74.28		13.0071
74.29		13.0071
74.3		13.0071
74.31		13.0071
74.32		13.0071
74.33		13.0071
74.34		13.0071
74.35		13.0071
74.36		13.0071
74.37		13.0071
74.38		13.0071
74.39		13.0071
74.4		13.0071
74.41		13.0071
74.42		13.0071
74.43		13.0071
74.44		13.0071
74.45		13.0071
74.46		13.0071
74.47		13.0072
74.48		13.0072
74.49		13.0072
74.5		13.0072
74.51		13.0072
74.52		13.0072
74.53		13.0072
74.54		13.0072
74.55		13.0072
74.56		13.0072
74.57		13.0072
74.58		13.0072
74.59		13.0072
74.6		13.0072
74.61		13.0072
74.62		13.0072
74.63		13.0072
74.64		13.0072
74.65		13.0072
74.66		13.0072
74.67		13.0072
74.68		13.0072
74.69		13.0072
74.7		13.0072
74.71		13.0072
74.72		13.0072
74.73		13.0072
74.74		13.0072
74.75		13.0072
74.76		13.0072
74.77		13.0072
74.78		13.0072
74.79		13.0072
74.8		13.0072
74.81		13.0072
74.82		13.0072
74.83		13.0072
74.84		13.0072
74.85		13.0072
74.86		13.0072
74.87		13.0072
74.88		13.0072
74.89		13.0072
74.9		13.0072
74.91		13.0072
74.92		13.0072
74.93		13.0072
74.94		13.0072
74.95		13.0072
74.96		13.0072
74.97		13.0072
74.98		13.0072
74.99		13.0072
75		13.0072
75.01		13.0073
75.02		13.0073
75.03		13.0073
75.04		13.0073
75.05		13.0073
75.06		13.0073
75.07		13.0073
75.08		13.0073
75.09		13.0073
75.1		13.0073
75.11		13.0073
75.12		13.0073
75.13		13.0073
75.14		13.0073
75.15		13.0073
75.16		13.0073
75.17		13.0073
75.18		13.0073
75.19		13.0073
75.2		13.0073
75.21		13.0073
75.22		13.0073
75.23		13.0073
75.24		13.0073
75.25		13.0073
75.26		13.0073
75.27		13.0073
75.28		13.0073
75.29		13.0073
75.3		13.0073
75.31		13.0073
75.32		13.0073
75.33		13.0073
75.34		13.0073
75.35		13.0073
75.36		13.0073
75.37		13.0073
75.38		13.0073
75.39		13.0073
75.4		13.0073
75.41		13.0073
75.42		13.0073
75.43		13.0073
75.44		13.0073
75.45		13.0073
75.46		13.0073
75.47		13.0073
75.48		13.0073
75.49		13.0073
75.5		13.0073
75.51		13.0073
75.52		13.0073
75.53		13.0073
75.54		13.0073
75.55		13.0073
75.56		13.0073
75.57		13.0073
75.58		13.0074
75.59		13.0074
75.6		13.0074
75.61		13.0074
75.62		13.0074
75.63		13.0074
75.64		13.0074
75.65		13.0074
75.66		13.0074
75.67		13.0074
75.68		13.0074
75.69		13.0074
75.7		13.0074
75.71		13.0074
75.72		13.0074
75.73		13.0074
75.74		13.0074
75.75		13.0074
75.76		13.0074
75.77		13.0074
75.78		13.0074
75.79		13.0074
75.8		13.0074
75.81		13.0074
75.82		13.0074
75.83		13.0074
75.84		13.0074
75.85		13.0074
75.86		13.0074
75.87		13.0074
75.88		13.0074
75.89		13.0074
75.9		13.0074
75.91		13.0074
75.92		13.0074
75.93		13.0074
75.94		13.0074
75.95		13.0074
75.96		13.0074
75.97		13.0074
75.98		13.0074
75.99		13.0074
76		13.0074
76.01		13.0074
76.02		13.0074
76.03		13.0074
76.04		13.0074
76.05		13.0074
76.06		13.0074
76.07		13.0074
76.08		13.0074
76.09		13.0074
76.1		13.0074
76.11		13.0074
76.12		13.0074
76.13		13.0074
76.14		13.0074
76.15		13.0074
76.16		13.0074
76.17		13.0074
76.18		13.0074
76.19		13.0075
76.2		13.0075
76.21		13.0075
76.22		13.0075
76.23		13.0075
76.24		13.0075
76.25		13.0075
76.26		13.0075
76.27		13.0075
76.28		13.0075
76.29		13.0075
76.3		13.0075
76.31		13.0075
76.32		13.0075
76.33		13.0075
76.34		13.0075
76.35		13.0075
76.36		13.0075
76.37		13.0075
76.38		13.0075
76.39		13.0075
76.4		13.0075
76.41		13.0075
76.42		13.0075
76.43		13.0075
76.44		13.0075
76.45		13.0075
76.46		13.0075
76.47		13.0075
76.48		13.0075
76.49		13.0075
76.5		13.0075
76.51		13.0075
76.52		13.0075
76.53		13.0075
76.54		13.0075
76.55		13.0075
76.56		13.0075
76.57		13.0075
76.58		13.0075
76.59		13.0075
76.6		13.0075
76.61		13.0075
76.62		13.0075
76.63		13.0075
76.64		13.0075
76.65		13.0075
76.66		13.0075
76.67		13.0075
76.68		13.0075
76.69		13.0075
76.7		13.0075
76.71		13.0075
76.72		13.0075
76.73		13.0075
76.74		13.0075
76.75		13.0075
76.76		13.0075
76.77		13.0075
76.78		13.0075
76.79		13.0075
76.8		13.0075
76.81		13.0075
76.82		13.0075
76.83		13.0076
76.84		13.0076
76.85		13.0076
76.86		13.0076
76.87		13.0076
76.88		13.0076
76.89		13.0076
76.9		13.0076
76.91		13.0076
76.92		13.0076
76.93		13.0076
76.94		13.0076
76.95		13.0076
76.96		13.0076
76.97		13.0076
76.98		13.0076
76.99		13.0076
77		13.0076
77.01		13.0076
77.02		13.0076
77.03		13.0076
77.04		13.0076
77.05		13.0076
77.06		13.0076
77.07		13.0076
77.08		13.0076
77.09		13.0076
77.1		13.0076
77.11		13.0076
77.12		13.0076
77.13		13.0076
77.14		13.0076
77.15		13.0076
77.16		13.0076
77.17		13.0076
77.18		13.0076
77.19		13.0076
77.2		13.0076
77.21		13.0076
77.22		13.0076
77.23		13.0076
77.24		13.0076
77.25		13.0076
77.26		13.0076
77.27		13.0076
77.28		13.0076
77.29		13.0076
77.3		13.0076
77.31		13.0076
77.32		13.0076
77.33		13.0076
77.34		13.0076
77.35		13.0076
77.36		13.0076
77.37		13.0076
77.38		13.0076
77.39		13.0076
77.4		13.0076
77.41		13.0076
77.42		13.0076
77.43		13.0076
77.44		13.0076
77.45		13.0076
77.46		13.0076
77.47		13.0076
77.48		13.0076
77.49		13.0076
77.5		13.0076
77.51		13.0076
77.52		13.0077
77.53		13.0077
77.54		13.0077
77.55		13.0077
77.56		13.0077
77.57		13.0077
77.58		13.0077
77.59		13.0077
77.6		13.0077
77.61		13.0077
77.62		13.0077
77.63		13.0077
77.64		13.0077
77.65		13.0077
77.66		13.0077
77.67		13.0077
77.68		13.0077
77.69		13.0077
77.7		13.0077
77.71		13.0077
77.72		13.0077
77.73		13.0077
77.74		13.0077
77.75		13.0077
77.76		13.0077
77.77		13.0077
77.78		13.0077
77.79		13.0077
77.8		13.0077
77.81		13.0077
77.82		13.0077
77.83		13.0077
77.84		13.0077
77.85		13.0077
77.86		13.0077
77.87		13.0077
77.88		13.0077
77.89		13.0077
77.9		13.0077
77.91		13.0077
77.92		13.0077
77.93		13.0077
77.94		13.0077
77.95		13.0077
77.96		13.0077
77.97		13.0077
77.98		13.0077
77.99		13.0077
78		13.0077
78.01		13.0077
78.02		13.0077
78.03		13.0077
78.04		13.0077
78.05		13.0077
78.06		13.0077
78.07		13.0077
78.08		13.0077
78.09		13.0077
78.1		13.0077
78.11		13.0077
78.12		13.0077
78.13		13.0077
78.14		13.0077
78.15		13.0077
78.16		13.0077
78.17		13.0077
78.18		13.0077
78.19		13.0077
78.2		13.0077
78.21		13.0077
78.22		13.0077
78.23		13.0077
78.24		13.0077
78.25		13.0077
78.26		13.0078
78.27		13.0078
78.28		13.0078
78.29		13.0078
78.3		13.0078
78.31		13.0078
78.32		13.0078
78.33		13.0078
78.34		13.0078
78.35		13.0078
78.36		13.0078
78.37		13.0078
78.38		13.0078
78.39		13.0078
78.4		13.0078
78.41		13.0078
78.42		13.0078
78.43		13.0078
78.44		13.0078
78.45		13.0078
78.46		13.0078
78.47		13.0078
78.48		13.0078
78.49		13.0078
