Problem 2.3

Time (s)	Velocity with Water Drag
9.305		0.646089
9.306		0.646089
9.307		0.646089
9.308		0.646089
9.309		0.646089
9.31		0.646089
9.311		0.646089
9.312		0.646089
9.313		0.646089
9.314		0.646089
9.315		0.646089
9.316		0.646089
9.317		0.646089
9.318		0.646089
9.319		0.646089
9.32		0.646089
9.321		0.646089
9.322		0.646089
9.323		0.646089
9.324		0.646089
9.325		0.646089
9.326		0.646089
9.327		0.646089
9.328		0.646089
9.329		0.646089
9.33		0.646089
9.331		0.646089
9.332		0.646089
9.333		0.646089
9.334		0.646089
9.335		0.646089
9.336		0.646089
9.337		0.646089
9.338		0.646089
9.339		0.646089
9.34		0.646089
9.341		0.646089
9.342		0.646089
9.343		0.646089
9.344		0.646089
9.345		0.646089
9.346		0.646089
9.347		0.646089
9.348		0.646089
9.349		0.646089
9.35		0.646089
9.351		0.646089
9.352		0.646089
9.353		0.646089
9.354		0.646089
9.355		0.646089
9.356		0.646089
9.357		0.646089
9.358		0.646089
9.359		0.646089
9.36		0.646089
9.361		0.646089
9.362		0.646089
9.363		0.646089
9.364		0.646089
9.365		0.646089
9.366		0.646089
9.367		0.646089
9.368		0.646089
9.369		0.646089
9.37		0.646089
9.371		0.646089
9.372		0.646089
9.373		0.646089
9.374		0.646089
9.375		0.646089
9.376		0.646089
9.377		0.646089
9.378		0.646089
9.379		0.646089
9.38		0.646089
9.381		0.646089
9.382		0.646089
9.383		0.646089
9.384		0.646089
9.385		0.646089
9.386		0.646089
9.387		0.646089
9.388		0.646089
9.389		0.646089
9.39		0.646089
9.391		0.646089
9.392		0.646089
9.393		0.646089
9.394		0.646089
9.395		0.646089
9.396		0.646089
9.397		0.646089
9.398		0.646089
9.399		0.646089
9.4		0.646089
9.401		0.646089
9.402		0.646089
9.403		0.646089
9.404		0.646089
9.405		0.646089
9.406		0.646089
9.407		0.646089
9.408		0.646089
9.409		0.646089
9.41		0.646089
9.411		0.646089
9.412		0.646089
9.413		0.646089
9.414		0.646089
9.415		0.646089
9.416		0.646089
9.417		0.646089
9.418		0.646089
9.419		0.646089
9.42		0.646089
9.421		0.646089
9.422		0.646089
9.423		0.646089
9.424		0.646089
9.425		0.646089
9.426		0.646089
9.427		0.646089
9.428		0.646089
9.429		0.646089
9.43		0.646089
9.431		0.646089
9.432		0.646089
9.433		0.646089
9.434		0.646089
9.435		0.646089
9.436		0.646089
9.437		0.646089
9.438		0.646089
9.439		0.646089
9.44		0.646089
9.441		0.646089
9.442		0.646089
9.443		0.646089
9.444		0.646089
9.445		0.646089
9.446		0.646089
9.447		0.646089
9.448		0.646089
9.449		0.646089
9.45		0.646089
9.451		0.646089
9.452		0.646089
9.453		0.646089
9.454		0.646089
9.455		0.646089
9.456		0.646089
9.457		0.646089
9.458		0.646089
9.459		0.646089
9.46		0.646089
9.461		0.646089
9.462		0.646089
9.463		0.646089
9.464		0.646089
9.465		0.646089
9.466		0.646089
9.467		0.646089
9.468		0.646089
9.469		0.646089
9.47		0.646089
9.471		0.646089
9.472		0.646089
9.473		0.646089
9.474		0.646089
9.475		0.646089
9.476		0.646089
9.477		0.646089
9.478		0.646089
9.479		0.646089
9.48		0.646089
9.481		0.646089
9.482		0.646089
9.483		0.646089
9.484		0.646089
9.485		0.646089
9.486		0.646089
9.487		0.646089
9.488		0.646089
9.489		0.646089
9.49		0.646089
9.491		0.646089
9.492		0.646089
9.493		0.646089
9.494		0.646089
9.495		0.646089
9.496		0.646089
9.497		0.646089
9.498		0.646089
9.499		0.646089
9.5		0.646089
9.501		0.646089
9.502		0.646089
9.503		0.646089
9.504		0.646089
9.505		0.646089
9.506		0.646089
9.507		0.646089
9.508		0.646089
9.509		0.646089
9.51		0.646089
9.511		0.646089
9.512		0.646089
9.513		0.646089
9.514		0.646089
9.515		0.646089
9.516		0.646089
9.517		0.646089
9.518		0.646089
9.519		0.646089
9.52		0.646089
9.521		0.646089
9.522		0.646089
9.523		0.646089
9.524		0.646089
9.525		0.646089
9.526		0.646089
9.527		0.646089
9.528		0.646089
9.529		0.646089
9.53		0.646089
9.531		0.646089
9.532		0.646089
9.533		0.646089
9.534		0.646089
9.535		0.646089
9.536		0.646089
9.537		0.646089
9.538		0.646089
9.539		0.646089
9.54		0.646089
9.541		0.646089
9.542		0.646089
9.543		0.646089
9.544		0.646089
9.545		0.646089
9.546		0.646089
9.547		0.646089
9.548		0.646089
9.549		0.646089
9.55		0.646089
9.551		0.646089
9.552		0.646089
9.553		0.646089
9.554		0.646089
9.555		0.646089
9.556		0.646089
9.557		0.646089
9.558		0.646089
9.559		0.646089
9.56		0.646089
9.561		0.646089
9.562		0.646089
9.563		0.646089
9.564		0.646089
9.565		0.646089
9.566		0.646089
9.567		0.646089
9.568		0.646089
9.569		0.646089
9.57		0.646089
9.571		0.646089
9.572		0.646089
9.573		0.646089
9.574		0.646089
9.575		0.646089
9.576		0.646089
9.577		0.646089
9.578		0.646089
9.579		0.646089
9.58		0.646089
9.581		0.646089
9.582		0.646089
9.583		0.646089
9.584		0.646089
9.585		0.646089
9.586		0.646089
9.587		0.646089
9.588		0.646089
9.589		0.646089
9.59		0.646089
9.591		0.646089
9.592		0.646089
9.593		0.646089
9.594		0.646089
9.595		0.646089
9.596		0.646089
9.597		0.646089
9.598		0.646089
9.599		0.646089
9.6		0.646089
9.601		0.646089
9.602		0.646089
9.603		0.646089
9.604		0.646089
9.605		0.646089
9.606		0.646089
9.607		0.646089
9.608		0.646089
9.609		0.646089
9.61		0.646089
9.611		0.646089
9.612		0.646089
9.613		0.646089
9.614		0.646089
9.615		0.646089
9.616		0.646089
9.617		0.646089
9.618		0.646089
9.619		0.646089
9.62		0.646089
9.621		0.646089
9.622		0.646089
9.623		0.646089
9.624		0.646089
9.625		0.646089
9.626		0.646089
9.627		0.646089
9.628		0.646089
9.629		0.646089
9.63		0.646089
9.631		0.646089
9.632		0.646089
9.633		0.646089
9.634		0.646089
9.635		0.646089
9.636		0.646089
9.637		0.646089
9.638		0.646089
9.639		0.646089
9.64		0.646089
9.641		0.646089
9.642		0.646089
9.643		0.646089
9.644		0.646089
9.645		0.646089
9.646		0.646089
9.647		0.646089
9.648		0.646089
9.649		0.646089
9.65		0.646089
9.651		0.646089
9.652		0.646089
9.653		0.646089
9.654		0.646089
9.655		0.646089
9.656		0.646089
9.657		0.646089
9.658		0.646089
9.659		0.646089
9.66		0.646089
9.661		0.646089
9.662		0.646089
9.663		0.646089
9.664		0.646089
9.665		0.646089
9.666		0.646089
9.667		0.646089
9.668		0.646089
9.669		0.646089
9.67		0.646089
9.671		0.646089
9.672		0.646089
9.673		0.646089
9.674		0.646089
9.675		0.646089
9.676		0.646089
9.677		0.646089
9.678		0.646089
9.679		0.646089
9.68		0.646089
9.681		0.646089
9.682		0.646089
9.683		0.646089
9.684		0.646089
9.685		0.646089
9.686		0.646089
9.687		0.646089
9.688		0.646089
9.689		0.646089
9.69		0.646089
9.691		0.646089
9.692		0.646089
9.693		0.646089
9.694		0.646089
9.695		0.646089
9.696		0.646089
9.697		0.646089
9.698		0.646089
9.699		0.646089
9.7		0.646089
9.701		0.646089
9.702		0.646089
9.703		0.646089
9.704		0.646089
9.705		0.646089
9.706		0.646089
9.707		0.646089
9.708		0.646089
9.709		0.646089
9.71		0.646089
9.711		0.646089
9.712		0.646089
9.713		0.646089
9.714		0.646089
9.715		0.646089
9.716		0.646089
9.717		0.646089
9.718		0.646089
9.719		0.646089
9.72		0.646089
9.721		0.646089
9.722		0.646089
9.723		0.646089
9.724		0.646089
9.725		0.646089
9.726		0.646089
9.727		0.646089
9.728		0.646089
9.729		0.646089
9.73		0.646089
9.731		0.646089
9.732		0.646089
9.733		0.646089
9.734		0.646089
9.735		0.646089
9.736		0.646089
9.737		0.646089
9.738		0.646089
9.739		0.646089
9.74		0.646089
9.741		0.646089
9.742		0.646089
9.743		0.646089
9.744		0.646089
9.745		0.646089
9.746		0.646089
9.747		0.646089
9.748		0.646089
9.749		0.646089
9.75		0.646089
9.751		0.646089
9.752		0.646089
9.753		0.646089
9.754		0.646089
9.755		0.646089
9.756		0.646089
9.757		0.646089
9.758		0.646089
9.759		0.646089
9.76		0.646089
9.761		0.646089
9.762		0.646089
9.763		0.646089
9.764		0.646089
9.765		0.646089
9.766		0.646089
9.767		0.646089
9.768		0.646089
9.769		0.646089
9.77		0.646089
9.771		0.646089
9.772		0.646089
9.773		0.646089
9.774		0.646089
9.775		0.646089
9.776		0.646089
9.777		0.646089
9.778		0.646089
9.779		0.646089
9.78		0.646089
9.781		0.646089
9.782		0.646089
9.783		0.646089
9.784		0.646089
9.785		0.646089
9.786		0.646089
9.787		0.646089
9.788		0.646089
9.789		0.646089
9.79		0.646089
9.791		0.646089
9.792		0.646089
9.793		0.646089
9.794		0.646089
9.795		0.646089
9.796		0.646089
9.797		0.646089
9.798		0.646089
9.799		0.646089
9.8		0.646089
9.801		0.646089
9.802		0.646089
9.803		0.646089
9.804		0.646089
9.805		0.646089
9.806		0.646089
9.807		0.646089
9.808		0.646089
9.809		0.646089
9.81		0.646089
9.811		0.646089
9.812		0.646089
9.813		0.646089
9.814		0.646089
9.815		0.646089
9.816		0.646089
9.817		0.646089
9.818		0.646089
9.819		0.646089
9.82		0.646089
9.821		0.646089
9.822		0.646089
9.823		0.646089
9.824		0.646089
9.825		0.646089
9.826		0.646089
9.827		0.646089
9.828		0.646089
9.829		0.646089
9.83		0.646089
9.831		0.646089
9.832		0.646089
9.833		0.646089
9.834		0.646089
9.835		0.646089
9.836		0.646089
9.837		0.646089
9.838		0.646089
9.839		0.646089
9.84		0.646089
9.841		0.646089
9.842		0.646089
9.843		0.646089
9.844		0.646089
9.845		0.646089
9.846		0.646089
9.847		0.646089
9.848		0.646089
9.849		0.646089
9.85		0.646089
9.851		0.646089
9.852		0.646089
9.853		0.646089
9.854		0.646089
9.855		0.646089
9.856		0.646089
9.857		0.646089
9.858		0.646089
9.859		0.646089
9.86		0.646089
9.861		0.646089
9.862		0.646089
9.863		0.646089
9.864		0.646089
9.865		0.646089
9.866		0.646089
9.867		0.646089
9.868		0.646089
9.869		0.646089
9.87		0.646089
9.871		0.646089
9.872		0.646089
9.873		0.646089
9.874		0.646089
9.875		0.646089
9.876		0.646089
9.877		0.646089
9.878		0.646089
9.879		0.646089
9.88		0.646089
9.881		0.646089
9.882		0.646089
9.883		0.646089
9.884		0.646089
9.885		0.646089
9.886		0.646089
9.887		0.646089
9.888		0.646089
9.889		0.646089
9.89		0.646089
9.891		0.646089
9.892		0.646089
9.893		0.646089
9.894		0.646089
9.895		0.646089
9.896		0.646089
9.897		0.646089
9.898		0.646089
9.899		0.646089
9.9		0.646089
9.901		0.646089
9.902		0.646089
9.903		0.646089
9.904		0.646089
9.905		0.646089
9.906		0.646089
9.907		0.646089
9.908		0.646089
9.909		0.646089
9.91		0.646089
9.911		0.646089
9.912		0.646089
9.913		0.646089
9.914		0.646089
9.915		0.646089
9.916		0.646089
9.917		0.646089
9.918		0.646089
9.919		0.646089
9.92		0.646089
9.921		0.646089
9.922		0.646089
9.923		0.646089
9.924		0.646089
9.925		0.646089
9.926		0.646089
9.927		0.646089
9.928		0.646089
9.929		0.646089
9.93		0.646089
9.931		0.646089
9.932		0.646089
9.933		0.646089
9.934		0.646089
9.935		0.646089
9.936		0.646089
9.937		0.646089
9.938		0.646089
9.939		0.646089
9.94		0.646089
9.941		0.646089
9.942		0.646089
9.943		0.646089
9.944		0.646089
9.945		0.646089
9.946		0.646089
9.947		0.646089
9.948		0.646089
9.949		0.646089
9.95		0.646089
9.951		0.646089
9.952		0.646089
9.953		0.646089
9.954		0.646089
9.955		0.646089
9.956		0.646089
9.957		0.646089
9.958		0.646089
9.959		0.646089
9.96		0.646089
9.961		0.646089
9.962		0.646089
9.963		0.646089
9.964		0.646089
9.965		0.646089
9.966		0.646089
9.967		0.646089
9.968		0.646089
9.969		0.646089
9.97		0.646089
9.971		0.646089
9.972		0.646089
9.973		0.646089
9.974		0.646089
9.975		0.646089
9.976		0.646089
9.977		0.646089
9.978		0.646089
9.979		0.646089
9.98		0.646089
9.981		0.646089
9.982		0.646089
9.983		0.646089
9.984		0.646089
9.985		0.646089
9.986		0.646089
9.987		0.646089
9.988		0.646089
9.989		0.646089
9.99		0.646089
9.991		0.646089
9.992		0.646089
9.993		0.646089
9.994		0.646089
9.995		0.646089
9.996		0.646089
9.997		0.646089
9.998		0.646089
9.999		0.646089
10		0.646089
