Problem 2.3

Time (s)	Velocity with Water Drag
4.646		0.646089
4.647		0.646089
4.648		0.646089
4.649		0.646089
4.65		0.646089
4.651		0.646089
4.652		0.646089
4.653		0.646089
4.654		0.646089
4.655		0.646089
4.656		0.646089
4.657		0.646089
4.658		0.646089
4.659		0.646089
4.66		0.646089
4.661		0.646089
4.662		0.646089
4.663		0.646089
4.664		0.646089
4.665		0.646089
4.666		0.646089
4.667		0.646089
4.668		0.646089
4.669		0.646089
4.67		0.646089
4.671		0.646089
4.672		0.646089
4.673		0.646089
4.674		0.646089
4.675		0.646089
4.676		0.646089
4.677		0.646089
4.678		0.646089
4.679		0.646089
4.68		0.646089
4.681		0.646089
4.682		0.646089
4.683		0.646089
4.684		0.646089
4.685		0.646089
4.686		0.646089
4.687		0.646089
4.688		0.646089
4.689		0.646089
4.69		0.646089
4.691		0.646089
4.692		0.646089
4.693		0.646089
4.694		0.646089
4.695		0.646089
4.696		0.646089
4.697		0.646089
4.698		0.646089
4.699		0.646089
4.7		0.646089
4.701		0.646089
4.702		0.646089
4.703		0.646089
4.704		0.646089
4.705		0.646089
4.706		0.646089
4.707		0.646089
4.708		0.646089
4.709		0.646089
4.71		0.646089
4.711		0.646089
4.712		0.646089
4.713		0.646089
4.714		0.646089
4.715		0.646089
4.716		0.646089
4.717		0.646089
4.718		0.646089
4.719		0.646089
4.72		0.646089
4.721		0.646089
4.722		0.646089
4.723		0.646089
4.724		0.646089
4.725		0.646089
4.726		0.646089
4.727		0.646089
4.728		0.646089
4.729		0.646089
4.73		0.646089
4.731		0.646089
4.732		0.646089
4.733		0.646089
4.734		0.646089
4.735		0.646089
4.736		0.646089
4.737		0.646089
4.738		0.646089
4.739		0.646089
4.74		0.646089
4.741		0.646089
4.742		0.646089
4.743		0.646089
4.744		0.646089
4.745		0.646089
4.746		0.646089
4.747		0.646089
4.748		0.646089
4.749		0.646089
4.75		0.646089
4.751		0.646089
4.752		0.646089
4.753		0.646089
4.754		0.646089
4.755		0.646089
4.756		0.646089
4.757		0.646089
4.758		0.646089
4.759		0.646089
4.76		0.646089
4.761		0.646089
4.762		0.646089
4.763		0.646089
4.764		0.646089
4.765		0.646089
4.766		0.646089
4.767		0.646089
4.768		0.646089
4.769		0.646089
4.77		0.646089
4.771		0.646089
4.772		0.646089
4.773		0.646089
4.774		0.646089
4.775		0.646089
4.776		0.646089
4.777		0.646089
4.778		0.646089
4.779		0.646089
4.78		0.646089
4.781		0.646089
4.782		0.646089
4.783		0.646089
4.784		0.646089
4.785		0.646089
4.786		0.646089
4.787		0.646089
4.788		0.646089
4.789		0.646089
4.79		0.646089
4.791		0.646089
4.792		0.646089
4.793		0.646089
4.794		0.646089
4.795		0.646089
4.796		0.646089
4.797		0.646089
4.798		0.646089
4.799		0.646089
4.8		0.646089
4.801		0.646089
4.802		0.646089
4.803		0.646089
4.804		0.646089
4.805		0.646089
4.806		0.646089
4.807		0.646089
4.808		0.646089
4.809		0.646089
4.81		0.646089
4.811		0.646089
4.812		0.646089
4.813		0.646089
4.814		0.646089
4.815		0.646089
4.816		0.646089
4.817		0.646089
4.818		0.646089
4.819		0.646089
4.82		0.646089
4.821		0.646089
4.822		0.646089
4.823		0.646089
4.824		0.646089
4.825		0.646089
4.826		0.646089
4.827		0.646089
4.828		0.646089
4.829		0.646089
4.83		0.646089
4.831		0.646089
4.832		0.646089
4.833		0.646089
4.834		0.646089
4.835		0.646089
4.836		0.646089
4.837		0.646089
4.838		0.646089
4.839		0.646089
4.84		0.646089
4.841		0.646089
4.842		0.646089
4.843		0.646089
4.844		0.646089
4.845		0.646089
4.846		0.646089
4.847		0.646089
4.848		0.646089
4.849		0.646089
4.85		0.646089
4.851		0.646089
4.852		0.646089
4.853		0.646089
4.854		0.646089
4.855		0.646089
4.856		0.646089
4.857		0.646089
4.858		0.646089
4.859		0.646089
4.86		0.646089
4.861		0.646089
4.862		0.646089
4.863		0.646089
4.864		0.646089
4.865		0.646089
4.866		0.646089
4.867		0.646089
4.868		0.646089
4.869		0.646089
4.87		0.646089
4.871		0.646089
4.872		0.646089
4.873		0.646089
4.874		0.646089
4.875		0.646089
4.876		0.646089
4.877		0.646089
4.878		0.646089
4.879		0.646089
4.88		0.646089
4.881		0.646089
4.882		0.646089
4.883		0.646089
4.884		0.646089
4.885		0.646089
4.886		0.646089
4.887		0.646089
4.888		0.646089
4.889		0.646089
4.89		0.646089
4.891		0.646089
4.892		0.646089
4.893		0.646089
4.894		0.646089
4.895		0.646089
4.896		0.646089
4.897		0.646089
4.898		0.646089
4.899		0.646089
4.9		0.646089
4.901		0.646089
4.902		0.646089
4.903		0.646089
4.904		0.646089
4.905		0.646089
4.906		0.646089
4.907		0.646089
4.908		0.646089
4.909		0.646089
4.91		0.646089
4.911		0.646089
4.912		0.646089
4.913		0.646089
4.914		0.646089
4.915		0.646089
4.916		0.646089
4.917		0.646089
4.918		0.646089
4.919		0.646089
4.92		0.646089
4.921		0.646089
4.922		0.646089
4.923		0.646089
4.924		0.646089
4.925		0.646089
4.926		0.646089
4.927		0.646089
4.928		0.646089
4.929		0.646089
4.93		0.646089
4.931		0.646089
4.932		0.646089
4.933		0.646089
4.934		0.646089
4.935		0.646089
4.936		0.646089
4.937		0.646089
4.938		0.646089
4.939		0.646089
4.94		0.646089
4.941		0.646089
4.942		0.646089
4.943		0.646089
4.944		0.646089
4.945		0.646089
4.946		0.646089
4.947		0.646089
4.948		0.646089
4.949		0.646089
4.95		0.646089
4.951		0.646089
4.952		0.646089
4.953		0.646089
4.954		0.646089
4.955		0.646089
4.956		0.646089
4.957		0.646089
4.958		0.646089
4.959		0.646089
4.96		0.646089
4.961		0.646089
4.962		0.646089
4.963		0.646089
4.964		0.646089
4.965		0.646089
4.966		0.646089
4.967		0.646089
4.968		0.646089
4.969		0.646089
4.97		0.646089
4.971		0.646089
4.972		0.646089
4.973		0.646089
4.974		0.646089
4.975		0.646089
4.976		0.646089
4.977		0.646089
4.978		0.646089
4.979		0.646089
4.98		0.646089
4.981		0.646089
4.982		0.646089
4.983		0.646089
4.984		0.646089
4.985		0.646089
4.986		0.646089
4.987		0.646089
4.988		0.646089
4.989		0.646089
4.99		0.646089
4.991		0.646089
4.992		0.646089
4.993		0.646089
4.994		0.646089
4.995		0.646089
4.996		0.646089
4.997		0.646089
4.998		0.646089
4.999		0.646089
5		0.646089
5.001		0.646089
5.002		0.646089
5.003		0.646089
5.004		0.646089
5.005		0.646089
5.006		0.646089
5.007		0.646089
5.008		0.646089
5.009		0.646089
5.01		0.646089
5.011		0.646089
5.012		0.646089
5.013		0.646089
5.014		0.646089
5.015		0.646089
5.016		0.646089
5.017		0.646089
5.018		0.646089
5.019		0.646089
5.02		0.646089
5.021		0.646089
5.022		0.646089
5.023		0.646089
5.024		0.646089
5.025		0.646089
5.026		0.646089
5.027		0.646089
5.028		0.646089
5.029		0.646089
5.03		0.646089
5.031		0.646089
5.032		0.646089
5.033		0.646089
5.034		0.646089
5.035		0.646089
5.036		0.646089
5.037		0.646089
5.038		0.646089
5.039		0.646089
5.04		0.646089
5.041		0.646089
5.042		0.646089
5.043		0.646089
5.044		0.646089
5.045		0.646089
5.046		0.646089
5.047		0.646089
5.048		0.646089
5.049		0.646089
5.05		0.646089
5.051		0.646089
5.052		0.646089
5.053		0.646089
5.054		0.646089
5.055		0.646089
5.056		0.646089
5.057		0.646089
5.058		0.646089
5.059		0.646089
5.06		0.646089
5.061		0.646089
5.062		0.646089
5.063		0.646089
5.064		0.646089
5.065		0.646089
5.066		0.646089
5.067		0.646089
5.068		0.646089
5.069		0.646089
5.07		0.646089
5.071		0.646089
5.072		0.646089
5.073		0.646089
5.074		0.646089
5.075		0.646089
5.076		0.646089
5.077		0.646089
5.078		0.646089
5.079		0.646089
5.08		0.646089
5.081		0.646089
5.082		0.646089
5.083		0.646089
5.084		0.646089
5.085		0.646089
5.086		0.646089
5.087		0.646089
5.088		0.646089
5.089		0.646089
5.09		0.646089
5.091		0.646089
5.092		0.646089
5.093		0.646089
5.094		0.646089
5.095		0.646089
5.096		0.646089
5.097		0.646089
5.098		0.646089
5.099		0.646089
5.1		0.646089
5.101		0.646089
5.102		0.646089
5.103		0.646089
5.104		0.646089
5.105		0.646089
5.106		0.646089
5.107		0.646089
5.108		0.646089
5.109		0.646089
5.11		0.646089
5.111		0.646089
5.112		0.646089
5.113		0.646089
5.114		0.646089
5.115		0.646089
5.116		0.646089
5.117		0.646089
5.118		0.646089
5.119		0.646089
5.12		0.646089
5.121		0.646089
5.122		0.646089
5.123		0.646089
5.124		0.646089
5.125		0.646089
5.126		0.646089
5.127		0.646089
5.128		0.646089
5.129		0.646089
5.13		0.646089
5.131		0.646089
5.132		0.646089
5.133		0.646089
5.134		0.646089
5.135		0.646089
5.136		0.646089
5.137		0.646089
5.138		0.646089
5.139		0.646089
5.14		0.646089
5.141		0.646089
5.142		0.646089
5.143		0.646089
5.144		0.646089
5.145		0.646089
5.146		0.646089
5.147		0.646089
5.148		0.646089
5.149		0.646089
5.15		0.646089
5.151		0.646089
5.152		0.646089
5.153		0.646089
5.154		0.646089
5.155		0.646089
5.156		0.646089
5.157		0.646089
5.158		0.646089
5.159		0.646089
5.16		0.646089
5.161		0.646089
5.162		0.646089
5.163		0.646089
5.164		0.646089
5.165		0.646089
5.166		0.646089
5.167		0.646089
5.168		0.646089
5.169		0.646089
5.17		0.646089
5.171		0.646089
5.172		0.646089
5.173		0.646089
5.174		0.646089
5.175		0.646089
5.176		0.646089
5.177		0.646089
5.178		0.646089
5.179		0.646089
5.18		0.646089
5.181		0.646089
5.182		0.646089
5.183		0.646089
5.184		0.646089
5.185		0.646089
5.186		0.646089
5.187		0.646089
5.188		0.646089
5.189		0.646089
5.19		0.646089
5.191		0.646089
5.192		0.646089
5.193		0.646089
5.194		0.646089
5.195		0.646089
5.196		0.646089
5.197		0.646089
5.198		0.646089
5.199		0.646089
5.2		0.646089
5.201		0.646089
5.202		0.646089
5.203		0.646089
5.204		0.646089
5.205		0.646089
5.206		0.646089
5.207		0.646089
5.208		0.646089
5.209		0.646089
5.21		0.646089
5.211		0.646089
5.212		0.646089
5.213		0.646089
5.214		0.646089
5.215		0.646089
5.216		0.646089
5.217		0.646089
5.218		0.646089
5.219		0.646089
5.22		0.646089
5.221		0.646089
5.222		0.646089
5.223		0.646089
5.224		0.646089
5.225		0.646089
5.226		0.646089
5.227		0.646089
5.228		0.646089
5.229		0.646089
5.23		0.646089
5.231		0.646089
5.232		0.646089
5.233		0.646089
5.234		0.646089
5.235		0.646089
5.236		0.646089
5.237		0.646089
5.238		0.646089
5.239		0.646089
5.24		0.646089
5.241		0.646089
5.242		0.646089
5.243		0.646089
5.244		0.646089
5.245		0.646089
5.246		0.646089
5.247		0.646089
5.248		0.646089
5.249		0.646089
5.25		0.646089
5.251		0.646089
5.252		0.646089
5.253		0.646089
5.254		0.646089
5.255		0.646089
5.256		0.646089
5.257		0.646089
5.258		0.646089
5.259		0.646089
5.26		0.646089
5.261		0.646089
5.262		0.646089
5.263		0.646089
5.264		0.646089
5.265		0.646089
5.266		0.646089
5.267		0.646089
5.268		0.646089
5.269		0.646089
5.27		0.646089
5.271		0.646089
5.272		0.646089
5.273		0.646089
5.274		0.646089
5.275		0.646089
5.276		0.646089
5.277		0.646089
5.278		0.646089
5.279		0.646089
5.28		0.646089
5.281		0.646089
5.282		0.646089
5.283		0.646089
5.284		0.646089
5.285		0.646089
5.286		0.646089
5.287		0.646089
5.288		0.646089
5.289		0.646089
5.29		0.646089
5.291		0.646089
5.292		0.646089
5.293		0.646089
5.294		0.646089
5.295		0.646089
5.296		0.646089
5.297		0.646089
5.298		0.646089
5.299		0.646089
5.3		0.646089
5.301		0.646089
5.302		0.646089
5.303		0.646089
5.304		0.646089
5.305		0.646089
5.306		0.646089
5.307		0.646089
5.308		0.646089
5.309		0.646089
5.31		0.646089
5.311		0.646089
5.312		0.646089
5.313		0.646089
5.314		0.646089
5.315		0.646089
5.316		0.646089
5.317		0.646089
5.318		0.646089
5.319		0.646089
5.32		0.646089
5.321		0.646089
5.322		0.646089
5.323		0.646089
5.324		0.646089
5.325		0.646089
5.326		0.646089
5.327		0.646089
5.328		0.646089
5.329		0.646089
5.33		0.646089
5.331		0.646089
5.332		0.646089
5.333		0.646089
5.334		0.646089
5.335		0.646089
5.336		0.646089
5.337		0.646089
5.338		0.646089
5.339		0.646089
5.34		0.646089
5.341		0.646089
5.342		0.646089
5.343		0.646089
5.344		0.646089
5.345		0.646089
5.346		0.646089
5.347		0.646089
5.348		0.646089
5.349		0.646089
5.35		0.646089
5.351		0.646089
5.352		0.646089
5.353		0.646089
5.354		0.646089
5.355		0.646089
5.356		0.646089
5.357		0.646089
5.358		0.646089
5.359		0.646089
5.36		0.646089
5.361		0.646089
5.362		0.646089
5.363		0.646089
5.364		0.646089
5.365		0.646089
5.366		0.646089
5.367		0.646089
5.368		0.646089
5.369		0.646089
5.37		0.646089
5.371		0.646089
5.372		0.646089
5.373		0.646089
5.374		0.646089
5.375		0.646089
5.376		0.646089
5.377		0.646089
5.378		0.646089
5.379		0.646089
5.38		0.646089
5.381		0.646089
5.382		0.646089
5.383		0.646089
5.384		0.646089
5.385		0.646089
5.386		0.646089
5.387		0.646089
5.388		0.646089
5.389		0.646089
5.39		0.646089
5.391		0.646089
5.392		0.646089
5.393		0.646089
5.394		0.646089
5.395		0.646089
5.396		0.646089
5.397		0.646089
5.398		0.646089
5.399		0.646089
5.4		0.646089
5.401		0.646089
5.402		0.646089
5.403		0.646089
5.404		0.646089
5.405		0.646089
5.406		0.646089
5.407		0.646089
5.408		0.646089
5.409		0.646089
5.41		0.646089
5.411		0.646089
5.412		0.646089
5.413		0.646089
5.414		0.646089
5.415		0.646089
5.416		0.646089
5.417		0.646089
5.418		0.646089
5.419		0.646089
5.42		0.646089
5.421		0.646089
5.422		0.646089
5.423		0.646089
5.424		0.646089
5.425		0.646089
5.426		0.646089
5.427		0.646089
5.428		0.646089
5.429		0.646089
5.43		0.646089
5.431		0.646089
5.432		0.646089
5.433		0.646089
5.434		0.646089
5.435		0.646089
5.436		0.646089
5.437		0.646089
5.438		0.646089
5.439		0.646089
5.44		0.646089
5.441		0.646089
5.442		0.646089
5.443		0.646089
5.444		0.646089
5.445		0.646089
5.446		0.646089
5.447		0.646089
5.448		0.646089
5.449		0.646089
5.45		0.646089
5.451		0.646089
5.452		0.646089
5.453		0.646089
5.454		0.646089
5.455		0.646089
5.456		0.646089
5.457		0.646089
5.458		0.646089
5.459		0.646089
5.46		0.646089
5.461		0.646089
5.462		0.646089
5.463		0.646089
5.464		0.646089
5.465		0.646089
5.466		0.646089
5.467		0.646089
5.468		0.646089
5.469		0.646089
5.47		0.646089
5.471		0.646089
5.472		0.646089
5.473		0.646089
5.474		0.646089
5.475		0.646089
5.476		0.646089
5.477		0.646089
5.478		0.646089
5.479		0.646089
5.48		0.646089
5.481		0.646089
5.482		0.646089
5.483		0.646089
5.484		0.646089
5.485		0.646089
5.486		0.646089
5.487		0.646089
5.488		0.646089
5.489		0.646089
5.49		0.646089
5.491		0.646089
5.492		0.646089
5.493		0.646089
5.494		0.646089
5.495		0.646089
5.496		0.646089
5.497		0.646089
5.498		0.646089
5.499		0.646089
5.5		0.646089
5.501		0.646089
5.502		0.646089
5.503		0.646089
5.504		0.646089
5.505		0.646089
5.506		0.646089
5.507		0.646089
5.508		0.646089
5.509		0.646089
5.51		0.646089
5.511		0.646089
5.512		0.646089
5.513		0.646089
5.514		0.646089
5.515		0.646089
5.516		0.646089
5.517		0.646089
5.518		0.646089
5.519		0.646089
5.52		0.646089
5.521		0.646089
5.522		0.646089
5.523		0.646089
5.524		0.646089
5.525		0.646089
5.526		0.646089
5.527		0.646089
5.528		0.646089
5.529		0.646089
5.53		0.646089
5.531		0.646089
5.532		0.646089
5.533		0.646089
5.534		0.646089
5.535		0.646089
5.536		0.646089
5.537		0.646089
5.538		0.646089
5.539		0.646089
5.54		0.646089
5.541		0.646089
5.542		0.646089
5.543		0.646089
5.544		0.646089
5.545		0.646089
5.546		0.646089
5.547		0.646089
5.548		0.646089
5.549		0.646089
5.55		0.646089
5.551		0.646089
5.552		0.646089
5.553		0.646089
5.554		0.646089
5.555		0.646089
5.556		0.646089
5.557		0.646089
5.558		0.646089
5.559		0.646089
5.56		0.646089
5.561		0.646089
5.562		0.646089
5.563		0.646089
5.564		0.646089
5.565		0.646089
5.566		0.646089
5.567		0.646089
5.568		0.646089
5.569		0.646089
5.57		0.646089
5.571		0.646089
5.572		0.646089
5.573		0.646089
5.574		0.646089
5.575		0.646089
5.576		0.646089
5.577		0.646089
5.578		0.646089
5.579		0.646089
5.58		0.646089
5.581		0.646089
5.582		0.646089
5.583		0.646089
5.584		0.646089
5.585		0.646089
5.586		0.646089
5.587		0.646089
5.588		0.646089
5.589		0.646089
5.59		0.646089
5.591		0.646089
5.592		0.646089
5.593		0.646089
5.594		0.646089
5.595		0.646089
5.596		0.646089
5.597		0.646089
5.598		0.646089
5.599		0.646089
5.6		0.646089
5.601		0.646089
5.602		0.646089
5.603		0.646089
5.604		0.646089
5.605		0.646089
5.606		0.646089
5.607		0.646089
5.608		0.646089
5.609		0.646089
5.61		0.646089
5.611		0.646089
5.612		0.646089
5.613		0.646089
5.614		0.646089
5.615		0.646089
5.616		0.646089
5.617		0.646089
5.618		0.646089
5.619		0.646089
5.62		0.646089
5.621		0.646089
5.622		0.646089
5.623		0.646089
5.624		0.646089
5.625		0.646089
5.626		0.646089
5.627		0.646089
5.628		0.646089
5.629		0.646089
5.63		0.646089
5.631		0.646089
5.632		0.646089
5.633		0.646089
5.634		0.646089
5.635		0.646089
5.636		0.646089
5.637		0.646089
5.638		0.646089
5.639		0.646089
5.64		0.646089
5.641		0.646089
5.642		0.646089
5.643		0.646089
5.644		0.646089
5.645		0.646089
5.646		0.646089
5.647		0.646089
5.648		0.646089
5.649		0.646089
5.65		0.646089
5.651		0.646089
5.652		0.646089
5.653		0.646089
5.654		0.646089
5.655		0.646089
5.656		0.646089
5.657		0.646089
5.658		0.646089
5.659		0.646089
5.66		0.646089
5.661		0.646089
5.662		0.646089
5.663		0.646089
5.664		0.646089
5.665		0.646089
5.666		0.646089
5.667		0.646089
5.668		0.646089
5.669		0.646089
5.67		0.646089
5.671		0.646089
5.672		0.646089
5.673		0.646089
5.674		0.646089
5.675		0.646089
5.676		0.646089
5.677		0.646089
5.678		0.646089
5.679		0.646089
5.68		0.646089
5.681		0.646089
5.682		0.646089
5.683		0.646089
5.684		0.646089
5.685		0.646089
5.686		0.646089
5.687		0.646089
5.688		0.646089
5.689		0.646089
5.69		0.646089
5.691		0.646089
5.692		0.646089
5.693		0.646089
5.694		0.646089
5.695		0.646089
5.696		0.646089
5.697		0.646089
5.698		0.646089
5.699		0.646089
5.7		0.646089
5.701		0.646089
5.702		0.646089
5.703		0.646089
5.704		0.646089
5.705		0.646089
5.706		0.646089
5.707		0.646089
5.708		0.646089
5.709		0.646089
5.71		0.646089
5.711		0.646089
5.712		0.646089
5.713		0.646089
5.714		0.646089
5.715		0.646089
5.716		0.646089
5.717		0.646089
5.718		0.646089
5.719		0.646089
5.72		0.646089
5.721		0.646089
5.722		0.646089
5.723		0.646089
5.724		0.646089
5.725		0.646089
5.726		0.646089
5.727		0.646089
5.728		0.646089
5.729		0.646089
5.73		0.646089
5.731		0.646089
5.732		0.646089
5.733		0.646089
5.734		0.646089
5.735		0.646089
5.736		0.646089
5.737		0.646089
5.738		0.646089
5.739		0.646089
5.74		0.646089
5.741		0.646089
5.742		0.646089
5.743		0.646089
5.744		0.646089
5.745		0.646089
5.746		0.646089
5.747		0.646089
5.748		0.646089
5.749		0.646089
5.75		0.646089
5.751		0.646089
5.752		0.646089
5.753		0.646089
5.754		0.646089
5.755		0.646089
5.756		0.646089
5.757		0.646089
5.758		0.646089
5.759		0.646089
5.76		0.646089
5.761		0.646089
5.762		0.646089
5.763		0.646089
5.764		0.646089
5.765		0.646089
5.766		0.646089
5.767		0.646089
5.768		0.646089
5.769		0.646089
5.77		0.646089
5.771		0.646089
5.772		0.646089
5.773		0.646089
5.774		0.646089
5.775		0.646089
5.776		0.646089
5.777		0.646089
5.778		0.646089
5.779		0.646089
5.78		0.646089
5.781		0.646089
5.782		0.646089
5.783		0.646089
5.784		0.646089
5.785		0.646089
5.786		0.646089
5.787		0.646089
5.788		0.646089
5.789		0.646089
5.79		0.646089
5.791		0.646089
5.792		0.646089
5.793		0.646089
5.794		0.646089
5.795		0.646089
5.796		0.646089
5.797		0.646089
5.798		0.646089
5.799		0.646089
5.8		0.646089
5.801		0.646089
5.802		0.646089
5.803		0.646089
5.804		0.646089
5.805		0.646089
5.806		0.646089
5.807		0.646089
5.808		0.646089
5.809		0.646089
5.81		0.646089
5.811		0.646089
5.812		0.646089
5.813		0.646089
5.814		0.646089
5.815		0.646089
5.816		0.646089
5.817		0.646089
5.818		0.646089
5.819		0.646089
5.82		0.646089
5.821		0.646089
5.822		0.646089
5.823		0.646089
5.824		0.646089
5.825		0.646089
5.826		0.646089
5.827		0.646089
5.828		0.646089
5.829		0.646089
5.83		0.646089
5.831		0.646089
5.832		0.646089
5.833		0.646089
5.834		0.646089
5.835		0.646089
5.836		0.646089
5.837		0.646089
5.838		0.646089
5.839		0.646089
5.84		0.646089
5.841		0.646089
5.842		0.646089
5.843		0.646089
5.844		0.646089
5.845		0.646089
5.846		0.646089
5.847		0.646089
5.848		0.646089
5.849		0.646089
5.85		0.646089
5.851		0.646089
5.852		0.646089
5.853		0.646089
5.854		0.646089
5.855		0.646089
5.856		0.646089
5.857		0.646089
5.858		0.646089
5.859		0.646089
5.86		0.646089
5.861		0.646089
5.862		0.646089
5.863		0.646089
5.864		0.646089
5.865		0.646089
5.866		0.646089
5.867		0.646089
5.868		0.646089
5.869		0.646089
5.87		0.646089
5.871		0.646089
5.872		0.646089
5.873		0.646089
5.874		0.646089
5.875		0.646089
5.876		0.646089
5.877		0.646089
5.878		0.646089
5.879		0.646089
5.88		0.646089
5.881		0.646089
5.882		0.646089
5.883		0.646089
5.884		0.646089
5.885		0.646089
5.886		0.646089
5.887		0.646089
5.888		0.646089
5.889		0.646089
5.89		0.646089
5.891		0.646089
5.892		0.646089
5.893		0.646089
5.894		0.646089
5.895		0.646089
5.896		0.646089
5.897		0.646089
5.898		0.646089
5.899		0.646089
5.9		0.646089
5.901		0.646089
5.902		0.646089
5.903		0.646089
5.904		0.646089
5.905		0.646089
5.906		0.646089
5.907		0.646089
5.908		0.646089
5.909		0.646089
5.91		0.646089
5.911		0.646089
5.912		0.646089
5.913		0.646089
5.914		0.646089
5.915		0.646089
5.916		0.646089
5.917		0.646089
5.918		0.646089
5.919		0.646089
5.92		0.646089
5.921		0.646089
5.922		0.646089
5.923		0.646089
5.924		0.646089
5.925		0.646089
5.926		0.646089
5.927		0.646089
5.928		0.646089
5.929		0.646089
5.93		0.646089
5.931		0.646089
5.932		0.646089
5.933		0.646089
5.934		0.646089
5.935		0.646089
5.936		0.646089
5.937		0.646089
5.938		0.646089
5.939		0.646089
5.94		0.646089
5.941		0.646089
5.942		0.646089
5.943		0.646089
5.944		0.646089
5.945		0.646089
5.946		0.646089
5.947		0.646089
5.948		0.646089
5.949		0.646089
5.95		0.646089
5.951		0.646089
5.952		0.646089
5.953		0.646089
5.954		0.646089
5.955		0.646089
5.956		0.646089
5.957		0.646089
5.958		0.646089
5.959		0.646089
5.96		0.646089
5.961		0.646089
5.962		0.646089
5.963		0.646089
5.964		0.646089
5.965		0.646089
5.966		0.646089
5.967		0.646089
5.968		0.646089
5.969		0.646089
5.97		0.646089
5.971		0.646089
5.972		0.646089
5.973		0.646089
5.974		0.646089
5.975		0.646089
5.976		0.646089
5.977		0.646089
5.978		0.646089
5.979		0.646089
5.98		0.646089
5.981		0.646089
5.982		0.646089
5.983		0.646089
5.984		0.646089
5.985		0.646089
5.986		0.646089
5.987		0.646089
5.988		0.646089
5.989		0.646089
5.99		0.646089
5.991		0.646089
5.992		0.646089
5.993		0.646089
5.994		0.646089
5.995		0.646089
5.996		0.646089
5.997		0.646089
5.998		0.646089
5.999		0.646089
6		0.646089
6.001		0.646089
6.002		0.646089
6.003		0.646089
6.004		0.646089
6.005		0.646089
6.006		0.646089
6.007		0.646089
6.008		0.646089
6.009		0.646089
6.01		0.646089
6.011		0.646089
6.012		0.646089
6.013		0.646089
6.014		0.646089
6.015		0.646089
6.016		0.646089
6.017		0.646089
6.018		0.646089
6.019		0.646089
6.02		0.646089
6.021		0.646089
6.022		0.646089
6.023		0.646089
6.024		0.646089
6.025		0.646089
6.026		0.646089
6.027		0.646089
6.028		0.646089
6.029		0.646089
6.03		0.646089
6.031		0.646089
6.032		0.646089
6.033		0.646089
6.034		0.646089
6.035		0.646089
6.036		0.646089
6.037		0.646089
6.038		0.646089
6.039		0.646089
6.04		0.646089
6.041		0.646089
6.042		0.646089
6.043		0.646089
6.044		0.646089
6.045		0.646089
6.046		0.646089
6.047		0.646089
6.048		0.646089
6.049		0.646089
6.05		0.646089
6.051		0.646089
6.052		0.646089
6.053		0.646089
6.054		0.646089
6.055		0.646089
6.056		0.646089
6.057		0.646089
6.058		0.646089
6.059		0.646089
6.06		0.646089
6.061		0.646089
6.062		0.646089
6.063		0.646089
6.064		0.646089
6.065		0.646089
6.066		0.646089
6.067		0.646089
6.068		0.646089
6.069		0.646089
6.07		0.646089
6.071		0.646089
6.072		0.646089
6.073		0.646089
6.074		0.646089
6.075		0.646089
6.076		0.646089
6.077		0.646089
6.078		0.646089
6.079		0.646089
6.08		0.646089
6.081		0.646089
6.082		0.646089
6.083		0.646089
6.084		0.646089
6.085		0.646089
6.086		0.646089
6.087		0.646089
6.088		0.646089
6.089		0.646089
6.09		0.646089
6.091		0.646089
6.092		0.646089
6.093		0.646089
6.094		0.646089
6.095		0.646089
6.096		0.646089
6.097		0.646089
6.098		0.646089
6.099		0.646089
6.1		0.646089
6.101		0.646089
6.102		0.646089
6.103		0.646089
6.104		0.646089
6.105		0.646089
6.106		0.646089
6.107		0.646089
6.108		0.646089
6.109		0.646089
6.11		0.646089
6.111		0.646089
6.112		0.646089
6.113		0.646089
6.114		0.646089
6.115		0.646089
6.116		0.646089
6.117		0.646089
6.118		0.646089
6.119		0.646089
6.12		0.646089
6.121		0.646089
6.122		0.646089
6.123		0.646089
6.124		0.646089
6.125		0.646089
6.126		0.646089
6.127		0.646089
6.128		0.646089
6.129		0.646089
6.13		0.646089
6.131		0.646089
6.132		0.646089
6.133		0.646089
6.134		0.646089
6.135		0.646089
6.136		0.646089
6.137		0.646089
6.138		0.646089
6.139		0.646089
6.14		0.646089
6.141		0.646089
6.142		0.646089
6.143		0.646089
6.144		0.646089
6.145		0.646089
6.146		0.646089
6.147		0.646089
6.148		0.646089
6.149		0.646089
6.15		0.646089
6.151		0.646089
6.152		0.646089
6.153		0.646089
6.154		0.646089
6.155		0.646089
6.156		0.646089
6.157		0.646089
6.158		0.646089
6.159		0.646089
6.16		0.646089
6.161		0.646089
6.162		0.646089
6.163		0.646089
6.164		0.646089
6.165		0.646089
6.166		0.646089
6.167		0.646089
6.168		0.646089
6.169		0.646089
6.17		0.646089
6.171		0.646089
6.172		0.646089
6.173		0.646089
6.174		0.646089
6.175		0.646089
6.176		0.646089
6.177		0.646089
6.178		0.646089
6.179		0.646089
6.18		0.646089
6.181		0.646089
6.182		0.646089
6.183		0.646089
6.184		0.646089
6.185		0.646089
6.186		0.646089
6.187		0.646089
6.188		0.646089
6.189		0.646089
6.19		0.646089
6.191		0.646089
6.192		0.646089
6.193		0.646089
6.194		0.646089
6.195		0.646089
6.196		0.646089
6.197		0.646089
6.198		0.646089
